e.name,e.type,e.description,e.source_document,e.ministry,e.confidence
Alberta and Northwest Territories has been a hallmark of hope for families and individuals affected by Alzheimer,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
Alberta and plays a crucial role in supporting the Lethbridge Elder Abuse Response Network,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
Alberta Council on Aging,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
Alberta Poverty Alliance,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
Alberta Health Services on their Patient Advisory Council,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
Alberta Volunteer Awards,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
in Act,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
fundraising act,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
quiet act,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
she act,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
Society act,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
intergenerational act,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
of act,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
United Act,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
Transportation Act,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
public policy,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
Stony Plan,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
Elder Abuse,SERVICE,SERVICE mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
elder abuse,SERVICE,SERVICE mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
$7 million,BUDGET_ITEM,BUDGET_ITEM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
links to program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/all-services,Advanced Education,0.8
Funding program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/all-services,Advanced Education,0.8
to program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/all-services,Advanced Education,0.8
Alberta government organizations,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/all-services,Advanced Education,0.8
Alberta health insurance and benefits,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/all-services,Advanced Education,0.8
Alberta municipalities and communities,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/all-services,Advanced Education,0.8
tis policy,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/all-services,Advanced Education,0.8
career plan,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/all-services,Advanced Education,0.8
those plan,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/all-services,Advanced Education,0.8
or plan,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/all-services,Advanced Education,0.8
transferable to program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
their proposed program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
an apprenticeship program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
and degree program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
existing approved program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
changes in program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
approves degree program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Approved degree program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
joint degree program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
continuing education program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
career college program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
complete the program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
offers the program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
access to program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
to the program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Provider and Program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
to brokered program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
confirm the program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
submits the program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
to existing program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
to other program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
offering similar program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
the proposed program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
from similar program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
confirm proposed program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
New degree program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
and diploma program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
new degree program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
monitors degree program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
See degree program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
with the Program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
secondary program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
proposed program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
apprenticeship program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
different program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
degree program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
approved program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
credential program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
in program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
education program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
college program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Brokered program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
expands program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
and Program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
brokered program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
secondary Program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
new program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
existing program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
other program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
similar program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
diploma program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Alberta must meet specific criteria,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Alberta benefit from a system,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Alberta during,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Alberta need government approval,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Alberta Advanced Education,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Alberta Credential Framework,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Alberta institutions offering similar programs,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Alberta Quality Council,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Alberta institutions,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Education Act,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Learning Act,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Mandate Policy,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
best strategy,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Institutional Plan,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
enrolment plan,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
budget plan,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
evaluation plan,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/post-secondary-program-standards-oversight,Advanced Education,0.8
Participation Support Program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
the sport program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Future Leaders Program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
projects or program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
biannual grant program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Development Grant Program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Support Program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
sport program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Award program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Grant program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Leaders Program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
or program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Alberta multi,ORGANIZATION,ORGANIZATION mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Alberta Legislature,ORGANIZATION,ORGANIZATION mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Alberta under the,ORGANIZATION,ORGANIZATION mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Alberta as a charity,ORGANIZATION,ORGANIZATION mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Alberta through the Sport Participation Bilateral Agreement,ORGANIZATION,ORGANIZATION mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
physical act,POLICY,POLICY mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
these act,POLICY,POLICY mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Societies Act,POLICY,POLICY mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Corporations Act,POLICY,POLICY mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Companies Act,POLICY,POLICY mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
special act,POLICY,POLICY mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Tax Act,POLICY,POLICY mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Physical Act,POLICY,POLICY mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
and policy,POLICY,POLICY mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
"$30,000",BUDGET_ITEM,BUDGET_ITEM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
"$80,000",BUDGET_ITEM,BUDGET_ITEM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-participation-support-program,Tourism and Sport,0.8
Event Grant Program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/major-sport-event-grant-program,Tourism and Sport,0.8
Can Play Program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/major-sport-event-grant-program,Tourism and Sport,0.8
operating grant program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/major-sport-event-grant-program,Tourism and Sport,0.8
Play Program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/major-sport-event-grant-program,Tourism and Sport,0.8
Alberta cannot exceed,ORGANIZATION,ORGANIZATION mentioned in Tourism and Sport documents,https://www.alberta.ca/major-sport-event-grant-program,Tourism and Sport,0.8
Alberta government revenue and contribution sources,ORGANIZATION,ORGANIZATION mentioned in Tourism and Sport documents,https://www.alberta.ca/major-sport-event-grant-program,Tourism and Sport,0.8
following act,POLICY,POLICY mentioned in Tourism and Sport documents,https://www.alberta.ca/major-sport-event-grant-program,Tourism and Sport,0.8
Special Act,POLICY,POLICY mentioned in Tourism and Sport documents,https://www.alberta.ca/major-sport-event-grant-program,Tourism and Sport,0.8
Authorities Act,POLICY,POLICY mentioned in Tourism and Sport documents,https://www.alberta.ca/major-sport-event-grant-program,Tourism and Sport,0.8
"$250,000",BUDGET_ITEM,BUDGET_ITEM mentioned in Tourism and Sport documents,https://www.alberta.ca/major-sport-event-grant-program,Tourism and Sport,0.8
and welcoming program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,Tourism and Sport,0.8
welcoming program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,Tourism and Sport,0.8
Alberta participates in many multi,ORGANIZATION,ORGANIZATION mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,Tourism and Sport,0.8
Recognition Awards program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,Tourism and Sport,0.8
Awards program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,Tourism and Sport,0.8
Alberta Sport Recognition Awards program honours extraordinary Albertan athletes,ORGANIZATION,ORGANIZATION mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,Tourism and Sport,0.8
Alberta Sport Recognition Awards,ORGANIZATION,ORGANIZATION mentioned in Tourism and Sport documents,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,Tourism and Sport,0.8
and cultural program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
Indigenous youth program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
summer youth program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
and recreation program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
The AFL program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
and leadership program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
to organize program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
create youth program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
community developed program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
mentors plan program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
youth program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
recreation program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
AFL program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
leadership program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
organize program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
developed program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
plan program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
Alberta to provide summer youth programming,ORGANIZATION,ORGANIZATION mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
cultural act,POLICY,POLICY mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
mentors plan,POLICY,POLICY mentioned in Tourism and Sport documents,https://www.alberta.ca/albertas-future-leaders-program,Tourism and Sport,0.8
This grant program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/every-kid-can-play-program,Tourism and Sport,0.8
must delivery program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/every-kid-can-play-program,Tourism and Sport,0.8
level program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/every-kid-can-play-program,Tourism and Sport,0.8
delivery program,PROGRAM,PROGRAM mentioned in Tourism and Sport documents,https://www.alberta.ca/every-kid-can-play-program,Tourism and Sport,0.8
Alberta kids and their families,ORGANIZATION,ORGANIZATION mentioned in Tourism and Sport documents,https://www.alberta.ca/every-kid-can-play-program,Tourism and Sport,0.8
Alberta families can,ORGANIZATION,ORGANIZATION mentioned in Tourism and Sport documents,https://www.alberta.ca/every-kid-can-play-program,Tourism and Sport,0.8
Alberta for a minimum of one calendar year,ORGANIZATION,ORGANIZATION mentioned in Tourism and Sport documents,https://www.alberta.ca/every-kid-can-play-program,Tourism and Sport,0.8
$350,BUDGET_ITEM,BUDGET_ITEM mentioned in Tourism and Sport documents,https://www.alberta.ca/every-kid-can-play-program,Tourism and Sport,0.8
