title,url,ministry,source_page,context,file_type
Highlights,https://open.alberta.ca/dataset/8b226e68-1227-4aec-87a5-b573f3bfb062/resource/4f9da6fa-e5ca-4211-a978-11611c37d014/download/highlights-brochure-2010-11.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Highlights...,pdf
Employment and Immigration,https://open.alberta.ca/dataset/372c6283-e6cf-470d-9d42-8ec14d3b91e9/resource/68107820-12c6-447f-9549-98b75dee0ebf/download/4433883-2011-Annual-Report-2010-2011.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Employment and ImmigrationHighlights...,pdf
Highlights,https://open.alberta.ca/dataset/372c6283-e6cf-470d-9d42-8ec14d3b91e9/resource/00cd749f-37d4-430b-9e69-73cad788fc7e/download/zz-4433883-2011-Annual-Report-Highlights-2010-2011.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Highlights...,pdf
Energy,https://open.alberta.ca/dataset/cbd7147b-d304-4e3e-af28-78970c71232c/resource/517c2e21-f77c-4204-94d8-115fddf25eb8/download/6847119-2010-2011-Alberta-Energy-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Energy...,pdf
Environment,https://open.alberta.ca/dataset/b8e2b0ce-c81c-4f8e-9a17-d35ea219f230/resource/02b84b75-5f78-4131-9745-6b04625306a8/download/2485298-2010-2011.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Environment...,pdf
Executive Council (includes Public Affairs Bureau),https://open.alberta.ca/dataset/8053da3c-ef8d-4c05-857e-28b00c17db0e/resource/7239e2f0-5502-4c6e-9cea-b7106c735ccc/download/2050912-2010-2011-Executive-Council-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Executive Council (includes Public Affairs Bureau)Alberta Public Service Profile...,pdf
Alberta Public Service Profile,https://open.alberta.ca/dataset/8053da3c-ef8d-4c05-857e-28b00c17db0e/resource/7e82fc75-9337-4cfd-ac6a-9b93a7641d44/download/2010-2011-supplemental-info.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Alberta Public Service Profile...,pdf
Finance and Enterprise,https://open.alberta.ca/dataset/11080297-e84a-47b2-83c1-6a25a935109d/resource/45b4567a-f4bc-44da-b321-936f8645b6e2/download/AFE-Annual-Report-Financial-Statements-2010-11.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Finance and Enterprise...,pdf
Health and Wellness,https://open.alberta.ca/dataset/f096f46f-1946-4a55-a004-67fd9ae488b3/resource/6bbaed82-3640-4e1e-9958-11a40d48ccd6/download/Annual-Report-11.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Health and Wellness...,pdf
Housing and Urban Affairs,https://open.alberta.ca/dataset/43fb95d2-cdb4-4ca7-a5df-9d1591bd5c11/resource/544e70bd-6f0c-427b-a608-ce54cb436f0f/download/2010-11-HUA-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Housing and Urban Affairs...,pdf
Infrastructure,https://open.alberta.ca/dataset/9edb9308-f08e-4db5-aa00-6ca95eac3045/resource/59ff27f0-41d6-49f6-bf61-36b3713e9bab/download/annualreport2010-11.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Infrastructure...,pdf
International and Intergovernmental Relations,https://open.alberta.ca/dataset/4f4baab0-7ae0-4f55-8adf-de7fb78ae3ac/resource/8845b743-7b27-4220-86c7-b3c508a59e70/download/2010-11-iir-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,International and Intergovernmental Relations...,pdf
Justice,https://open.alberta.ca/dataset/68c386b2-1c32-49f3-abdc-9c1cfc30a5ce/resource/27c0d25b-dc34-432d-9465-581aa8253dab/download/1713479-2010-2011-Alberta-Justice-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Justice...,pdf
Municipal Affairs,https://open.alberta.ca/dataset/2c12785f-b426-44dc-aea5-f4be2e8f97ec/resource/d0760bf0-6a2d-4392-94c5-48311f8691cc/download/For-web-june-20-2011-ama-annual-report-3.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Municipal Affairs...,pdf
Seniors and Community Supports,https://open.alberta.ca/dataset/16bff076-d051-4613-816b-795051cf1456/resource/5a23cf83-52eb-4292-9825-e0605b83f063/download/3438103-2010-2011-Annual-Report-Seniors-and-Community-Supports.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Seniors and Community Supports...,pdf
Service Alberta,https://open.alberta.ca/dataset/6fcc9d22-0af9-4099-a571-b44cae036cc3/resource/8cd326c1-7be9-4662-b6ed-4d68305de9b7/download/6848617-2010-2011-Service-Alberta-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Service Alberta...,pdf
Solicitor General and Public Security,https://open.alberta.ca/dataset/cbe377bb-b8de-4075-ad64-82340b62cb49/resource/30d9ac1d-9d15-4b2b-b841-5b5f1e96bbbc/download/3759360-2010-2011-Solicitor-General-and-Public-Security-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Solicitor General and Public Security...,pdf
Sustainable Resource Development,https://open.alberta.ca/dataset/d749187c-5853-453f-a3f3-f23d075681a0/resource/8a942729-734d-43aa-aaaf-e761972676d3/download/6847121-SRD-Annual-Report-2010-11.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Sustainable Resource Development...,pdf
"Tourism, Parks and Recreation",https://open.alberta.ca/dataset/11dba22a-5ff8-4e39-aafb-abc9b15bc235/resource/1f10bea1-6443-4bf6-92d0-78c6a455dbff/download/2010-11-TPR-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,"Tourism, Parks and Recreation...",pdf
Transportation,https://open.alberta.ca/dataset/d24ecf3f-d15a-4e41-b090-9e1a4c85949a/resource/2c4a3209-bf73-4cb0-9a1f-72d3ff73d786/download/4848754-2010-2011-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Transportation...,pdf
Treasury Board,https://open.alberta.ca/dataset/e4f2282e-873e-449b-99e3-ec270d698464/resource/70bfac5a-0487-4377-ad61-815525da3018/download/2010-11-Treasury-Board-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Treasury Board...,pdf
Government of Alberta Annual Report,https://open.alberta.ca/dataset/7714457c-7527-443a-a7db-dd8c1c8ead86/resource/a74ecf30-3f5b-40bd-a582-ad951c485caa/download/goa-2009-10-annual-report-complete.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Government of Alberta Annual Report...,pdf
Aboriginal Relations,https://open.alberta.ca/dataset/42a10c27-456c-4833-8e4b-df8e1fced200/resource/b74aa715-e54e-4011-b4b2-a4c5119f7b76/download/ARAnnualReport2009-2010.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Aboriginal Relations...,pdf
Advanced Education and Technology,https://open.alberta.ca/dataset/a4c0d46b-0c1e-4b26-9279-c903f4d80ce9/resource/12c13a19-9e35-4dac-8079-d9d54aff659d/download/6848576-2009-2010-AET-annual-report-f.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Advanced Education and Technology...,pdf
Agriculture and Rural Development,https://open.alberta.ca/dataset/b36f8f34-1ca0-448b-8777-fe7d3ffebd4e/resource/308d6606-ae95-42e4-adc9-d9dbb97f90b9/download/6849045-2009-2010-ARD-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Agriculture and Rural Development...,pdf
Children and Youth Services,https://open.alberta.ca/dataset/2053399b-8ddd-4b0f-8060-c5d7b7c57d26/resource/31b724e4-6282-40a8-bd00-3ebadf0eb846/download/4439121-2009-2010-Children-Youth-Services-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Children and Youth Services...,pdf
Culture and Community Spirit,https://open.alberta.ca/dataset/839bfd4e-4047-4191-997a-5239041474d7/resource/102b559f-843b-4c99-b776-361a7282067a/download/5360324-2009-2010-Culture-Annual-Report-2010-09-30.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Culture and Community Spirit...,pdf
Education,https://open.alberta.ca/dataset/8b226e68-1227-4aec-87a5-b573f3bfb062/resource/59f82d23-2f1a-4923-9697-f9a44b3ab88b/download/6848044-2009-2010-AB-Education-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Education...,pdf
Employment and Immigration,https://open.alberta.ca/dataset/372c6283-e6cf-470d-9d42-8ec14d3b91e9/resource/ea159424-03cc-44b5-8758-76bf57e4ec67/download/2009-10-EI-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Employment and Immigration...,pdf
Energy,https://open.alberta.ca/dataset/cbd7147b-d304-4e3e-af28-78970c71232c/resource/131a9875-4e12-4c5e-b8c3-a922c943b1f9/download/6847119-2009-2010-Alberta-Energy-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Energy...,pdf
Environment,https://open.alberta.ca/dataset/b8e2b0ce-c81c-4f8e-9a17-d35ea219f230/resource/60da8985-bbd3-4562-a06e-cd268d93f264/download/2485298-2009-2010.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Environment...,pdf
Executive Council (includes Public Affairs Bureau),https://open.alberta.ca/dataset/8053da3c-ef8d-4c05-857e-28b00c17db0e/resource/45a96f9a-24d8-4718-8e7c-56d9cd554703/download/2050912-2009-2010-Executive-Council-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Executive Council (includes Public Affairs Bureau)Alberta Public Service Profile...,pdf
Alberta Public Service Profile,https://open.alberta.ca/dataset/8053da3c-ef8d-4c05-857e-28b00c17db0e/resource/14201a67-16cb-405c-9f66-ed85c109e1ec/download/2009-2010-supplemental-info.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Alberta Public Service Profile...,pdf
Finance and Enterprise,https://open.alberta.ca/dataset/11080297-e84a-47b2-83c1-6a25a935109d/resource/8c337d1a-2e07-492a-8087-b518fc25d3b6/download/AFE-Annual-Report-Financial-Statements-2009-10.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Finance and Enterprise...,pdf
Health and Wellness,https://open.alberta.ca/dataset/f096f46f-1946-4a55-a004-67fd9ae488b3/resource/8b5b2803-b102-45a9-9c00-aa77a2381a83/download/Annual-Report-10.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Health and Wellness...,pdf
Housing and Urban Affairs,https://open.alberta.ca/dataset/43fb95d2-cdb4-4ca7-a5df-9d1591bd5c11/resource/1765ef56-624e-4f2a-b73d-59f1b46e04da/download/2009-10-HUA-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Housing and Urban Affairs...,pdf
Infrastructure,https://open.alberta.ca/dataset/9edb9308-f08e-4db5-aa00-6ca95eac3045/resource/e26573ff-c8c0-4cd7-98c8-f7bfc871977b/download/annualreport2009-10.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Infrastructure...,pdf
International and Intergovernmental Relations,https://open.alberta.ca/dataset/4f4baab0-7ae0-4f55-8adf-de7fb78ae3ac/resource/15ba71de-c2b9-44f7-bec3-13ccf912af74/download/2009-10-iir-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,International and Intergovernmental Relations...,pdf
Justice,https://open.alberta.ca/dataset/68c386b2-1c32-49f3-abdc-9c1cfc30a5ce/resource/86f417a1-e25d-43f4-91b0-5e752a7fc010/download/1713479-2009-2010-Alberta-Justice-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Justice...,pdf
Justice - Supplemental Information,https://open.alberta.ca/dataset/68c386b2-1c32-49f3-abdc-9c1cfc30a5ce/resource/acb1aaee-7dcd-4eff-a58e-bdecab89b064/download/1713479-2009-2010-Alberta-Justice-Annual-Report-Supplement.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Justice - Supplemental Information...,pdf
Municipal Affairs,https://open.alberta.ca/dataset/2c12785f-b426-44dc-aea5-f4be2e8f97ec/resource/253bab66-4452-4f9e-88ed-01129554ba3c/download/For-Web-2009-10-annual-report-ama-60Web-Version.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Municipal Affairs...,pdf
Seniors and Community Supports,https://open.alberta.ca/dataset/16bff076-d051-4613-816b-795051cf1456/resource/0626a050-8725-4b3b-beca-f8a092e3c875/download/3438103-2009-2010-Annual-Report-Seniors-and-Community-Supports.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Seniors and Community Supports...,pdf
Service Alberta,https://open.alberta.ca/dataset/6fcc9d22-0af9-4099-a571-b44cae036cc3/resource/02a6c0d0-5b4a-499c-ae3d-51d5427dc9ca/download/6848617-2009-2010-Service-Alberta-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Service Alberta...,pdf
Solicitor General and Public Security,https://open.alberta.ca/dataset/cbe377bb-b8de-4075-ad64-82340b62cb49/resource/ee644a2c-d34b-4f5e-b55e-792edbdf9676/download/3759360-2009-2010-Solicitor-General-and-Public-Security-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Solicitor General and Public Security...,pdf
Sustainable Resource Development,https://open.alberta.ca/dataset/d749187c-5853-453f-a3f3-f23d075681a0/resource/e600abb3-3b6f-4a65-84ad-c8b30e9b8ae2/download/6847121-SRD-Annual-Report-2009-10.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Sustainable Resource Development...,pdf
"Tourism, Parks and Recreation",https://open.alberta.ca/dataset/11dba22a-5ff8-4e39-aafb-abc9b15bc235/resource/678e456c-5bce-4587-98ec-91fe15ffc938/download/2009-10-Tourism-Parks-and-Recreation-Sept-16-2010.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,"Tourism, Parks and Recreation...",pdf
Transportation,https://open.alberta.ca/dataset/d24ecf3f-d15a-4e41-b090-9e1a4c85949a/resource/b49c9dc6-2058-4213-a9a6-10a7d62271c9/download/4848754-2009-2010-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Transportation...,pdf
Treasury Board,https://open.alberta.ca/dataset/e4f2282e-873e-449b-99e3-ec270d698464/resource/e902dc64-f0eb-4985-9b7e-7c6d76d442ee/download/2009-10-Treasury-Board-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Treasury Board...,pdf
Government of Alberta Annual Report,https://open.alberta.ca/dataset/7714457c-7527-443a-a7db-dd8c1c8ead86/resource/7448ef78-4e37-4ff4-b79c-ef569bc8f456/download/goa-2008-09-annual-report-complete.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Government of Alberta Annual Report...,pdf
Aboriginal Relations,https://open.alberta.ca/dataset/42a10c27-456c-4833-8e4b-df8e1fced200/resource/5fd317d2-316f-4208-a57d-a5ea0da6ad2b/download/ARAnnualReport2008-2009.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Aboriginal Relations...,pdf
Advanced Education and Technology,https://open.alberta.ca/dataset/a4c0d46b-0c1e-4b26-9279-c903f4d80ce9/resource/6127cd06-fc1e-49e8-8c48-c11919faebb3/download/6848576-2008-2009-AET-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Advanced Education and Technology...,pdf
Agriculture and Rural Development,https://open.alberta.ca/dataset/b36f8f34-1ca0-448b-8777-fe7d3ffebd4e/resource/a2f19ef9-49bc-43ef-aa29-d95fcd2f5fd0/download/6849045-2008-2009-ARD-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Agriculture and Rural Development...,pdf
Children and Youth Services,https://open.alberta.ca/dataset/2053399b-8ddd-4b0f-8060-c5d7b7c57d26/resource/9424fca6-e4f9-4857-813b-5db22722d058/download/4439121-2008-2009-Children-Youth-Services-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Children and Youth Services...,pdf
Culture and Community Spirit,https://open.alberta.ca/dataset/839bfd4e-4047-4191-997a-5239041474d7/resource/5f93ec1d-f06d-4c43-9e37-d44e514b0651/download/2008-09-CCS-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Culture and Community Spirit...,pdf
Education,https://open.alberta.ca/dataset/8b226e68-1227-4aec-87a5-b573f3bfb062/resource/d3bf28f8-e487-4a05-b456-9bc92e5f1f7a/download/6848044-2008-2009-AB-Education-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,EducationHighlights...,pdf
Highlights,https://open.alberta.ca/dataset/8b226e68-1227-4aec-87a5-b573f3bfb062/resource/483271e9-9c33-4a43-873a-77e716b3c033/download/2008-09-Highlightsbrochure.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Highlights...,pdf
Employment and Immigration,https://open.alberta.ca/dataset/372c6283-e6cf-470d-9d42-8ec14d3b91e9/resource/5621bd92-64de-4058-8a67-5cd9825cdaf4/download/2008-09-EI-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Employment and Immigration...,pdf
Energy,https://open.alberta.ca/dataset/cbd7147b-d304-4e3e-af28-78970c71232c/resource/209097a4-85ba-4b35-a7ed-eaa68f57d440/download/6847119-2008-2009-Alberta-Energy-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Energy...,pdf
Environment,https://open.alberta.ca/dataset/b8e2b0ce-c81c-4f8e-9a17-d35ea219f230/resource/3872a87d-a01d-4087-b989-aea8f8846a0d/download/2485298-2008-2009.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Environment...,pdf
Executive Council (includes Public Affairs Bureau),https://open.alberta.ca/dataset/8053da3c-ef8d-4c05-857e-28b00c17db0e/resource/f36bfa58-a4d8-4f48-8d89-d8484c1a0849/download/2050912-2008-2009-Executive-Council-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Executive Council (includes Public Affairs Bureau)...,pdf
Finance and Enterprise,https://open.alberta.ca/dataset/11080297-e84a-47b2-83c1-6a25a935109d/resource/a9d20456-bda7-423d-a65b-f8b708458527/download/2008-09-AFE-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Finance and Enterprise...,pdf
Health - Section 1,https://open.alberta.ca/dataset/f096f46f-1946-4a55-a004-67fd9ae488b3/resource/1a7f0abb-6f89-4b8f-ba81-f509a106ee97/download/Health-and-wellness-Annual-Report-09-Section-1.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Health - Section 1Section 2Highlights...,pdf
Section 2,https://open.alberta.ca/dataset/f096f46f-1946-4a55-a004-67fd9ae488b3/resource/fbe46f20-703e-42af-9dd5-f714fb7dc573/download/Annual-Report-09-Section-2.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Section 2...,pdf
Highlights,https://open.alberta.ca/dataset/f096f46f-1946-4a55-a004-67fd9ae488b3/resource/4951268d-121d-44f2-a1b3-8218fa20dca7/download/Annual-Report-09-Highlights.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Highlights...,pdf
Housing and Urban Affairs,https://open.alberta.ca/dataset/43fb95d2-cdb4-4ca7-a5df-9d1591bd5c11/resource/04befbb6-f9bc-4a7d-bc91-048ac5156fd9/download/2008-09-HUA-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Housing and Urban Affairs...,pdf
Infrastructure,https://open.alberta.ca/dataset/9edb9308-f08e-4db5-aa00-6ca95eac3045/resource/c8994bc8-b2c4-4735-a88a-10b5aadfd298/download/annualreport2008-09.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Infrastructure...,pdf
International and Intergovernmental Relations,https://open.alberta.ca/dataset/4f4baab0-7ae0-4f55-8adf-de7fb78ae3ac/resource/c0420385-cdf1-45f8-b8ef-5d9e11237752/download/2008-09-iir-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,International and Intergovernmental Relations...,pdf
Justice,https://open.alberta.ca/dataset/68c386b2-1c32-49f3-abdc-9c1cfc30a5ce/resource/5621c09f-805a-4ccc-8ccc-8c5cb844d34d/download/1713479-2008-2009-Alberta-Justice-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Justice...,pdf
Municipal Affairs,https://open.alberta.ca/dataset/2c12785f-b426-44dc-aea5-f4be2e8f97ec/resource/499096ea-9b5a-4cca-8c42-bffe6c37e116/download/MAAnnualReport0809.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Municipal Affairs...,pdf
Seniors and Community Supports,https://open.alberta.ca/dataset/16bff076-d051-4613-816b-795051cf1456/resource/95797013-51ff-4a52-98a4-6675371abd9d/download/3438103-2008-2009-Annual-Report-Seniors-and-Community-Supports.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Seniors and Community Supports...,pdf
Service Alberta,https://open.alberta.ca/dataset/6fcc9d22-0af9-4099-a571-b44cae036cc3/resource/bcf84f8b-c53f-4d43-9cc9-77a313481f6c/download/6848617-2008-2009-Service-Alberta-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Service Alberta...,pdf
Solicitor General and Public Security,https://open.alberta.ca/dataset/cbe377bb-b8de-4075-ad64-82340b62cb49/resource/f0a11bd5-f58a-4047-a2c7-350eab239157/download/3759360-2008-2009-Solicitor-General-and-Public-Security-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Solicitor General and Public Security...,pdf
Sustainable Resource Development,https://open.alberta.ca/dataset/d749187c-5853-453f-a3f3-f23d075681a0/resource/626b5007-89f8-47e0-b123-5251f5fbd624/download/6847121-SRD-Annual-Report-2008-09.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Sustainable Resource Development...,pdf
"Tourism, Parks and Recreation",https://open.alberta.ca/dataset/11dba22a-5ff8-4e39-aafb-abc9b15bc235/resource/b53e098d-963e-46de-af35-2e7e4b53237a/download/2008-09-TPR-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,"Tourism, Parks and Recreation...",pdf
Transportation,https://open.alberta.ca/dataset/d24ecf3f-d15a-4e41-b090-9e1a4c85949a/resource/ccf6f403-5907-4f28-b39a-afb2f562611b/download/4848754-2008-2009-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Transportation...,pdf
Treasury Board,https://open.alberta.ca/dataset/e4f2282e-873e-449b-99e3-ec270d698464/resource/82e2ed92-6bce-47df-a8db-ad49957817d7/download/2008-09-Treasury-Board-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Treasury Board...,pdf
Government of Alberta Annual Report,https://open.alberta.ca/dataset/7714457c-7527-443a-a7db-dd8c1c8ead86/resource/45f2a78f-d149-4b39-87cc-9fe5052d969c/download/goa-2007-08-annual-report-complete.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Government of Alberta Annual Report...,pdf
Advanced Education and Technology,https://open.alberta.ca/dataset/a4c0d46b-0c1e-4b26-9279-c903f4d80ce9/resource/320133d9-6e4d-4817-b4c3-b9f96a9b1ac7/download/6848576-2007-2008-AET-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Advanced Education and Technology...,pdf
Agriculture and Food,https://open.alberta.ca/dataset/32f82cf8-cd72-46b9-b9b6-b6df0ca34484/resource/91e4b81a-50e9-45d4-b95f-62cad916a0c2/download/3989757-2007-2008.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Agriculture and Food...,pdf
Children's Services,https://open.alberta.ca/dataset/67aaa3a0-2fe9-4a1f-a0f9-537eed9c365b/resource/7fece209-4799-4555-8d15-cbb4524cf70a/download/2007-08-CS-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Children's Services...,pdf
Education,https://open.alberta.ca/dataset/8b226e68-1227-4aec-87a5-b573f3bfb062/resource/fdde6a06-3f4a-4b41-a2a5-b1ffc28fad8a/download/6848044-2007-2008-AB-Education-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Education...,pdf
"Employment, Immigration and Industry",https://open.alberta.ca/dataset/5b39a5a1-c42f-48ef-ad61-3ca68bc6ef46/resource/c69a70a2-de46-45f8-bc03-dd6430702900/download/2007-08-EII-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,"Employment, Immigration and Industry...",pdf
Energy,https://open.alberta.ca/dataset/cbd7147b-d304-4e3e-af28-78970c71232c/resource/145db0c6-3cab-433e-8888-dfc860ef538b/download/6847119-2007-2008-Alberta-Energy-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Energy...,pdf
Environment,https://open.alberta.ca/dataset/b8e2b0ce-c81c-4f8e-9a17-d35ea219f230/resource/fc679077-f560-4a83-afb9-5ec1221f1904/download/2485298-2007-2008.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Environment...,pdf
Executive Council (includes Public Affairs Bureau),https://open.alberta.ca/dataset/8053da3c-ef8d-4c05-857e-28b00c17db0e/resource/1a16059e-d2eb-40a4-bbb3-6790d17953dc/download/2050912-2007-2008-Executive-Council-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Executive Council (includes Public Affairs Bureau)...,pdf
Finance,https://open.alberta.ca/dataset/bcf308ae-d689-4b51-a56b-904d6cbac329/resource/c0865966-a09d-47be-8c0d-3abfdd942b47/download/2007-08-finance-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Finance...,pdf
Health and Wellness - Section 1,https://open.alberta.ca/dataset/f096f46f-1946-4a55-a004-67fd9ae488b3/resource/c4b89a65-28c3-4f7a-a57a-20deba9ef184/download/2007-08-Health-and-Wellness-Annual-Report-Section-1.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Health and Wellness - Section 1...,pdf
Infrastructure and Transportation,https://open.alberta.ca/dataset/9fa2cbad-29ee-4d3e-b84e-8486bb0104df/resource/7e6f84ab-e525-4061-8520-fd3700064c5a/download/annualreport2007-08.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,Infrastructure and Transportation...,pdf
"International, Intergovernmental and Aboriginal Relations",https://open.alberta.ca/dataset/09b58250-8ea7-4d8b-b380-ed907e865007/resource/b69d7565-d49c-4de0-9cf1-9230e7cd66bf/download/2007-08-IIAR-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#prior,"International, Intergovernmental and Aboriginal Relations...",pdf
