entity,ministry,source_document,source_url
"March 31, 2025",Education and Childcare,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/fr/node/7642
Refocusing,Education and Childcare,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/fr/node/7642
"March 6, 2025",Education and Childcare,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/fr/node/7642
"March 13, 2025",Education and Childcare,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/fr/node/7642
Search,Education and Childcare,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/fr/node/7642
"November 20, 2024",Education and Childcare,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/fr/node/7642
"March 21, 2025",Education and Childcare,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/fr/node/7642
"March 10, 2025",Education and Childcare,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/fr/node/7642
"June 11, 2024",Education and Childcare,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/fr/node/7642
"February 24, 2025",Education and Childcare,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/fr/node/7642
"January 1, 2021",Education and Childcare,Page Content: Renew your vehicle registration | Alberta.ca,https://www.alberta.ca/fr/node/5885
Search,Education and Childcare,Page Content: Renew your vehicle registration | Alberta.ca,https://www.alberta.ca/fr/node/5885
Popular,Education and Childcare,Page Content: Renew your vehicle registration | Alberta.ca,https://www.alberta.ca/fr/node/5885
Search Alberta,Education and Childcare,Page Content: Renew your vehicle registration | Alberta.ca,https://www.alberta.ca/fr/node/5885
Renew,Education and Childcare,Page Content: Renew your vehicle registration | Alberta.ca,https://www.alberta.ca/fr/node/5885
"June 17, 2025",Education and Childcare,Page Content: Renew your vehicle registration | Alberta.ca,https://www.alberta.ca/fr/node/5885
Skip,Education and Childcare,Page Content: Renew your vehicle registration | Alberta.ca,https://www.alberta.ca/fr/node/5885
Refocusing,Education and Childcare,Page Content: Renew your vehicle registration | Alberta.ca,https://www.alberta.ca/fr/node/5885
Alberta,Education and Childcare,Page Content: Renew your vehicle registration | Alberta.ca,https://www.alberta.ca/fr/node/5885
Search,Education and Childcare,Page Content: All services | Alberta.ca,https://www.alberta.ca/fr/node/7888
Popular,Education and Childcare,Page Content: All services | Alberta.ca,https://www.alberta.ca/fr/node/7888
Search Alberta,Education and Childcare,Page Content: All services | Alberta.ca,https://www.alberta.ca/fr/node/7888
"Alberta


Foster",Education and Childcare,Page Content: All services | Alberta.ca,https://www.alberta.ca/fr/node/7888
"June 17, 2025",Education and Childcare,Page Content: All services | Alberta.ca,https://www.alberta.ca/fr/node/7888
Skip,Education and Childcare,Page Content: All services | Alberta.ca,https://www.alberta.ca/fr/node/7888
Refocusing,Education and Childcare,Page Content: All services | Alberta.ca,https://www.alberta.ca/fr/node/7888
Alberta,Education and Childcare,Page Content: All services | Alberta.ca,https://www.alberta.ca/fr/node/7888
Search,Education and Childcare,Page Content: Find a job | Alberta.ca,https://www.alberta.ca/fr/node/7575
Popular,Education and Childcare,Page Content: Find a job | Alberta.ca,https://www.alberta.ca/fr/node/7575
Search Alberta,Education and Childcare,Page Content: Find a job | Alberta.ca,https://www.alberta.ca/fr/node/7575
780-644-9992,Education and Childcare,Page Content: Find a job | Alberta.ca,https://www.alberta.ca/fr/node/7575
"June 17, 2025",Education and Childcare,Page Content: Find a job | Alberta.ca,https://www.alberta.ca/fr/node/7575
1-877-644-9992,Education and Childcare,Page Content: Find a job | Alberta.ca,https://www.alberta.ca/fr/node/7575
Skip,Education and Childcare,Page Content: Find a job | Alberta.ca,https://www.alberta.ca/fr/node/7575
Refocusing,Education and Childcare,Page Content: Find a job | Alberta.ca,https://www.alberta.ca/fr/node/7575
Alberta,Education and Childcare,Page Content: Find a job | Alberta.ca,https://www.alberta.ca/fr/node/7575
Find,Education and Childcare,Page Content: Find a job | Alberta.ca,https://www.alberta.ca/fr/node/7575
Programmes,Education and Childcare,Page Content: Programmes d'études | Alberta.ca,https://www.alberta.ca/fr/programs-of-study
Search,Education and Childcare,Page Content: Programmes d'études | Alberta.ca,https://www.alberta.ca/fr/programs-of-study
Popular,Education and Childcare,Page Content: Programmes d'études | Alberta.ca,https://www.alberta.ca/fr/programs-of-study
Search Alberta,Education and Childcare,Page Content: Programmes d'études | Alberta.ca,https://www.alberta.ca/fr/programs-of-study
"June 17, 2025",Education and Childcare,Page Content: Programmes d'études | Alberta.ca,https://www.alberta.ca/fr/programs-of-study
Skip,Education and Childcare,Page Content: Programmes d'études | Alberta.ca,https://www.alberta.ca/fr/programs-of-study
Refocusing,Education and Childcare,Page Content: Programmes d'études | Alberta.ca,https://www.alberta.ca/fr/programs-of-study
Alberta,Education and Childcare,Page Content: Programmes d'études | Alberta.ca,https://www.alberta.ca/fr/programs-of-study
"$69,999",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$50,000",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$232,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$290,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$89,999",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$60,000",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$612,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$128,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
Skip,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$366,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$181,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$75,000",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$54,999",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
Alberta,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$80,000",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$70,000",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$225,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$90,000",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$547,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$238,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$0,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$85,000",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
Popular,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$79,999",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
Search Alberta,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"June 17, 2025",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
1-844-644-5165,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$644,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
Refocusing,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$55,000",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$419,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$84,999",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$201,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$284,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$129,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$335,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$74,999",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
Search,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$439,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$311,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$100,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$161,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$49,999",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$65,000",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$59,999",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
Child,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$165,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
"$64,999",Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$275,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$516,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
780-644-9992,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$490,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
1-877-644-9992,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$387,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$483,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$354,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$92,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
$348,Education and Childcare,Page Content: Child care subsidy | Alberta.ca,https://www.alberta.ca/fr/node/2334
Search,Education and Childcare,Page Content: K to 12 curriculum and programs of study | Alberta.ca,https://www.alberta.ca/k-12-curriculum-programs-of-study
Popular,Education and Childcare,Page Content: K to 12 curriculum and programs of study | Alberta.ca,https://www.alberta.ca/k-12-curriculum-programs-of-study
Search Alberta,Education and Childcare,Page Content: K to 12 curriculum and programs of study | Alberta.ca,https://www.alberta.ca/k-12-curriculum-programs-of-study
"Alberta


Foster",Education and Childcare,Page Content: K to 12 curriculum and programs of study | Alberta.ca,https://www.alberta.ca/k-12-curriculum-programs-of-study
"June 17, 2025",Education and Childcare,Page Content: K to 12 curriculum and programs of study | Alberta.ca,https://www.alberta.ca/k-12-curriculum-programs-of-study
Skip,Education and Childcare,Page Content: K to 12 curriculum and programs of study | Alberta.ca,https://www.alberta.ca/k-12-curriculum-programs-of-study
Refocusing,Education and Childcare,Page Content: K to 12 curriculum and programs of study | Alberta.ca,https://www.alberta.ca/k-12-curriculum-programs-of-study
Alberta,Education and Childcare,Page Content: K to 12 curriculum and programs of study | Alberta.ca,https://www.alberta.ca/k-12-curriculum-programs-of-study
"February 24, 2011",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 20, 2025",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"December 1, 2016",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 27, 2019",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 24, 1999",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 28, 2007",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 29, 2005",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 24, 2016",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 24, 2007",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 29, 1999",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 31, 2018",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 17, 2022",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 28, 2017",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 29, 2024",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 16, 2015",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 29, 2011",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 16, 2015",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"April 24, 2001",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 19, 2013",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 27, 2024",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 25, 2010",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 24, 1999",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 26, 2006",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 31, 2022",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 25, 2021",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 21, 2024",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 31, 2000",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 18, 2008",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 29, 2017",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 29, 2023",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 24, 2020",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 21, 2024",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"October 24, 2019",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"April 13, 2005",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
Budget,Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 26, 2003",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 23, 2006",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 31, 1998",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 23, 2017",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 22, 2010",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 27, 2006",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 28, 2019",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 7, 2013",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 22, 2000",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 30, 2015",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 3, 2000",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 2, 2006",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"October 27, 2015",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 30, 2014",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 22, 2018",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 31, 1999",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 28, 2023",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
Popular,Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 5, 2001",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 17, 2010",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 27, 2002",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 14, 2018",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 28, 2018",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
$1,Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 28, 2016",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 6, 2014",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 11, 1997",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 15, 2019",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 28, 2005",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
Search,Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 29, 2013",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 28, 2012",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 26, 2009",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 28, 2001",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 28, 2002",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"April 14, 2016",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 24, 2004",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 31, 2021",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 21, 2001",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 29, 2005",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 16, 2023",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
June 24 2008,Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 22, 2006",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 4, 2014",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 27, 2003",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 17, 1998",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 31, 2015",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 11, 2005",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 12, 1998",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 2, 2009",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"April 22, 2008",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 9, 2016",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 17, 2019",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 24, 2006",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 9, 2010",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 8, 2004",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 26, 2015",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 20, 2007",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 27, 2020",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"April 8, 2003",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 28, 2006",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 27, 2025",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 17, 2011",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 24, 2010",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"October 18, 2001",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"April 19, 2007",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 8, 2005",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 5, 2013",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 31, 2023",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 17, 2025",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
Refocusing,Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 9, 2012",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 26, 2008",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 26, 2013",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 20, 2020",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 9, 2017",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 29, 2004",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 11, 2019",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 19, 2008",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 16, 2008",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 27, 2019",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
$7,Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 11, 1999",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 26, 2009",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 24, 2015",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 25, 2004",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 26, 2015",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 21, 2007",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 30, 2021",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 11, 2021",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 8, 2007",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 4, 2003",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 18, 2019",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 28, 2022",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 27, 2014",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 30, 2021",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 7, 2017",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 19, 2009",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 16, 2020",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 29, 2024",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 26, 1997",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"January 21, 2013",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 15, 2006",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 2, 2002",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
